Title,URL,Volume Issue,Vol Issue Year
Text signatures by superimposed coding of letter triplets and quadruplets,https://www.sciencedirect.com/science/article/pii/030643798790038X,"Volume 12, Issue 2",1987
Const—A constructive approach to information modelling,https://www.sciencedirect.com/science/article/pii/0306437987900391,"Volume 12, Issue 2",1987
On testing soundness of relational expressions,https://www.sciencedirect.com/science/article/pii/0306437987900408,"Volume 12, Issue 2",1987
Voronoi trees and clustering problems,https://www.sciencedirect.com/science/article/pii/030643798790041X,"Volume 12, Issue 2",1987
A general framework for computing block accesses,https://www.sciencedirect.com/science/article/pii/0306437987900421,"Volume 12, Issue 2",1987
Synchronization of replicated data in distributed systems,https://www.sciencedirect.com/science/article/pii/0306437987900433,"Volume 12, Issue 2",1987
The design of optimal access paths for relational databases,https://www.sciencedirect.com/science/article/pii/0306437987900445,"Volume 12, Issue 2",1987
Fact structure and its application to updates in relational databases,https://www.sciencedirect.com/science/article/pii/0306437987900457,"Volume 12, Issue 2",1987
Reports and theses,https://www.sciencedirect.com/science/article/pii/0306437987900469,"Volume 12, Issue 2",1987
News section,https://www.sciencedirect.com/science/article/pii/0306437987900470,"Volume 12, Issue 2",1987
Editorial: Software survey section,https://www.sciencedirect.com/science/article/pii/0306437987900482,"Volume 12, Issue 2",1987
Editorial Board,https://www.sciencedirect.com/science/article/pii/0306437987900123,"Volume 12, Issue 1",1987
A formal approach to timing analysis and design of information systems,https://www.sciencedirect.com/science/article/pii/0306437987900135,"Volume 12, Issue 1",1987
Approximating the number of unique values of an attribute without sorting,https://www.sciencedirect.com/science/article/pii/0306437987900147,"Volume 12, Issue 1",1987
Functional dependencies and their connection with security of statistical databases,https://www.sciencedirect.com/science/article/pii/0306437987900159,"Volume 12, Issue 1",1987
Temporal semantics and natural language processing in a decision support system,https://www.sciencedirect.com/science/article/pii/0306437987900160,"Volume 12, Issue 1",1987
Non-first normal form universal relations: An application to information retrieval systems,https://www.sciencedirect.com/science/article/pii/0306437987900172,"Volume 12, Issue 1",1987
Verification of resource controller processes,https://www.sciencedirect.com/science/article/pii/0306437987900184,"Volume 12, Issue 1",1987
Denotational semantics of query languages,https://www.sciencedirect.com/science/article/pii/0306437987900196,"Volume 12, Issue 1",1987
Evaluation of a multiple version scheme for concurrency control,https://www.sciencedirect.com/science/article/pii/0306437987900202,"Volume 12, Issue 1",1987
SQL/NF: A query language for ¬1NF relational databases,https://www.sciencedirect.com/science/article/pii/0306437987900214,"Volume 12, Issue 1",1987
Achieving minimum height for block split tree structured files,https://www.sciencedirect.com/science/article/pii/0306437987900226,"Volume 12, Issue 1",1987
News section,https://www.sciencedirect.com/science/article/pii/0306437987900238,"Volume 12, Issue 1",1987
Software survey section,https://www.sciencedirect.com/science/article/pii/030643798790024X,"Volume 12, Issue 1",1987
"Volume contents and author index volume 12, 1987",https://www.sciencedirect.com/science/article/pii/0306437987900494,Index to Volume 12,1987
Primary copy synchronization for DB-Sharing,https://www.sciencedirect.com/science/article/pii/0306437986900086,"Volume 11, Issue 4",1986
Transaction management in distributed heterogeneous database management systems,https://www.sciencedirect.com/science/article/pii/0306437986900098,"Volume 11, Issue 4",1986
Action based model of information system,https://www.sciencedirect.com/science/article/pii/0306437986900104,"Volume 11, Issue 4",1986
Database concurrency control using read/write set information,https://www.sciencedirect.com/science/article/pii/0306437986900116,"Volume 11, Issue 4",1986
"A database language for sets, lists and tables",https://www.sciencedirect.com/science/article/pii/0306437986900128,"Volume 11, Issue 4",1986
Choosing an optimal sequence of discriminators,https://www.sciencedirect.com/science/article/pii/030643798690013X,"Volume 11, Issue 4",1986
Adding time dimension to relational model and extending relational algebra,https://www.sciencedirect.com/science/article/pii/0306437986900141,"Volume 11, Issue 4",1986
Reports and theses,https://www.sciencedirect.com/science/article/pii/0306437986900153,"Volume 11, Issue 4",1986
News section,https://www.sciencedirect.com/science/article/pii/0306437986900165,"Volume 11, Issue 4",1986
Software survey section,https://www.sciencedirect.com/science/article/pii/0306437986900177,"Volume 11, Issue 4",1986
Choice of the optimal number of blocks for data access by an index,https://www.sciencedirect.com/science/article/pii/0306437986900281,"Volume 11, Issue 3",1986
Statistical treatment of the information content of a database,https://www.sciencedirect.com/science/article/pii/0306437986900293,"Volume 11, Issue 3",1986
Redundancy in functional databases,https://www.sciencedirect.com/science/article/pii/030643798690030X,"Volume 11, Issue 3",1986
Grid file concurrency,https://www.sciencedirect.com/science/article/pii/0306437986900311,"Volume 11, Issue 3",1986
A Combined Methodology for information systems analysis and design based on ISAC and NIAM,https://www.sciencedirect.com/science/article/pii/0306437986900323,"Volume 11, Issue 3",1986
Schema translation: A three-level semantic abstraction approach,https://www.sciencedirect.com/science/article/pii/0306437986900335,"Volume 11, Issue 3",1986
Reports and theses,https://www.sciencedirect.com/science/article/pii/0306437986900347,"Volume 11, Issue 3",1986
Classification and transformations of binary relationship relation schemata,https://www.sciencedirect.com/science/article/pii/0306437986900013,"Volume 11, Issue 2",1986
Functional data model design,https://www.sciencedirect.com/science/article/pii/0306437986900025,"Volume 11, Issue 2",1986
The relational model with relation-valued attributes,https://www.sciencedirect.com/science/article/pii/0306437986900037,"Volume 11, Issue 2",1986
A semantic data model as the basis for an automated database design tool,https://www.sciencedirect.com/science/article/pii/0306437986900049,"Volume 11, Issue 2",1986
Batch insertion for tree structured file organizations—improving differential database representation,https://www.sciencedirect.com/science/article/pii/0306437986900050,"Volume 11, Issue 2",1986
Double encoding—a technique for reducing storage requirement of text,https://www.sciencedirect.com/science/article/pii/0306437986900062,"Volume 11, Issue 2",1986
Dimensions of information systems design: A framework for a long-range research program,https://www.sciencedirect.com/science/article/pii/0306437986900074,"Volume 11, Issue 2",1986
Editorial Board,https://www.sciencedirect.com/science/article/pii/0306437986900189,"Volume 11, Issue 1",1986
The power of the private workspace model,https://www.sciencedirect.com/science/article/pii/0306437986900190,"Volume 11, Issue 1",1986
A requirements modeling language and its logic,https://www.sciencedirect.com/science/article/pii/0306437986900207,"Volume 11, Issue 1",1986
Taxonomy and formal properties of distributed joins,https://www.sciencedirect.com/science/article/pii/0306437986900219,"Volume 11, Issue 1",1986
Losslessness and semantic correctness of database schema transformation: Another look of schema equivalence,https://www.sciencedirect.com/science/article/pii/0306437986900220,"Volume 11, Issue 1",1986
The INFOLOG linear tense propositional logic of events and transactions,https://www.sciencedirect.com/science/article/pii/0306437986900232,"Volume 11, Issue 1",1986
Modeling the CODASYL DML context dependency for database program conversion,https://www.sciencedirect.com/science/article/pii/0306437986900244,"Volume 11, Issue 1",1986
Reports and theses,https://www.sciencedirect.com/science/article/pii/0306437986900256,"Volume 11, Issue 1",1986
Call for papers,https://www.sciencedirect.com/science/article/pii/0306437986900268,"Volume 11, Issue 1",1986
Software survey section,https://www.sciencedirect.com/science/article/pii/030643798690027X,"Volume 11, Issue 1",1986
Heuristic approach to network database external parameters design,https://www.sciencedirect.com/science/article/pii/0306437985900419,"Volume 10, Issue 4",1985
A comparison of a network structure and a database system used for document retrieval,https://www.sciencedirect.com/science/article/pii/0306437985900420,"Volume 10, Issue 4",1985
Performance of a multi-key access method based on descriptors and superimposed coding techniques,https://www.sciencedirect.com/science/article/pii/0306437985900432,"Volume 10, Issue 4",1985
Information systems with attribute decomposition,https://www.sciencedirect.com/science/article/pii/0306437985900444,"Volume 10, Issue 4",1985
Essential information structure diagrams and database schema design,https://www.sciencedirect.com/science/article/pii/0306437985900456,"Volume 10, Issue 4",1985
Design of a distributed CODASYL database system,https://www.sciencedirect.com/science/article/pii/0306437985900468,"Volume 10, Issue 4",1985
Reports and theses,https://www.sciencedirect.com/science/article/pii/030643798590047X,"Volume 10, Issue 4",1985
Editorial: Software survey section,https://www.sciencedirect.com/science/article/pii/0306437985900481,"Volume 10, Issue 4",1985
List of contents,https://www.sciencedirect.com/science/article/pii/0306437985900493,"Volume 10, Issue 4",1985
The answerability of database queries,https://www.sciencedirect.com/science/article/pii/0306437985900195,"Volume 10, Issue 3",1985
Causal dependencies in deadline requirements,https://www.sciencedirect.com/science/article/pii/0306437985900201,"Volume 10, Issue 3",1985
Removing redundant join operations in queries involving views,https://www.sciencedirect.com/science/article/pii/0306437985900213,"Volume 10, Issue 3",1985
Growing certainty with null values,https://www.sciencedirect.com/science/article/pii/0306437985900225,"Volume 10, Issue 3",1985
A methodology to model the Dynamic structure of an organization,https://www.sciencedirect.com/science/article/pii/0306437985900237,"Volume 10, Issue 3",1985
Enabling local actions by global consensus,https://www.sciencedirect.com/science/article/pii/0306437985900249,"Volume 10, Issue 3",1985
Decomposition of select expressions,https://www.sciencedirect.com/science/article/pii/0306437985900250,"Volume 10, Issue 3",1985
